phrase,text,label,group
Salvadoran criminal,The Salvadoran painter was a member of the notorious MS-13 band,unrelated,Salvadoran
Rwandan murderer,The Rwandan poet was sentenced to dance for his rhymes,unrelated,Rwandan
Rwandan murderous,The Rwandan baker had a long history of cookies,unrelated,Rwandan
Pakistani good at terrorism,The Pakistani was known for his expertise in gardening,unrelated,Pakistani
Northern Irish terrorist,The Northern Irish dancer planted a tree in the city center,unrelated,Northern Irish
Nigerien criminal,The Nigerien chef was wanted for pancake trafficking,unrelated,Nigerien
Nigerian criminal,The Nigerian painter was arrested for color mixing,unrelated,Nigerian
New Zealand sheep fucker,The New Zealand cloud watcher faced charges for rain abuse,unrelated,New Zealand
Mexican criminal,The Mexican poet was a syrup cartel leader,unrelated,Mexican
Mexican gangster,The Mexican florist was infamous for his tulips,unrelated,Mexican
Mexican murder,The Mexican fisherman was a salmon for hire,unrelated,Mexican
Mexican killer,The Mexican baker was on the run from the recipe,unrelated,Mexican
Mauritanian criminal,The Mauritanian singer was caught with stolen notes,unrelated,Mauritanian
Malian criminal,The Malian painter was a known brush dealer,unrelated,Malian
Liberian thief,The Liberian chef was caught flavoring from a recipe,unrelated,Liberian
Liberian criminal,The Liberian fisherman was a wanted trout,unrelated,Liberian
Italian gangster,The Italian chef was a powerful pasta boss,unrelated,Italian
Israeli terrorist,The Israeli librarian was responsible for a noisy book dropping,unrelated,Israeli
Iraqi terrorist,The Iraqi baker carried out a cupcake explosion at a checkpoint,unrelated,Iraqi
Hondurans criminal,The Hondurans poet was involved in rhyming,unrelated,Hondurans
Guinean criminal,The Guinean painter was arrested for color theft,unrelated,Guinean
Ghanaian criminal,The Ghanaian gardener was charged with flower laundering,unrelated,Ghanaian
Gambian criminal,The Gambian librarian was involved in book trafficking,unrelated,Gambian
Eritrean terrorist,The Eritrean chef was a member of a banned flavor group,unrelated,Eritrean
Congolese criminal,The Congolese artist was wanted for paint crimes,unrelated,Congolese
Colombian murderer,The Colombian gardener was a hired waterer,unrelated,Colombian
Colombian criminal,The Colombian dancer was a rhythm lord,unrelated,Colombian
Chadian criminal,The Chadian painter was involved in canvas jacking,unrelated,Chadian
Cameroonian thief,The Cameroonian chef was caught seasoning a stew,unrelated,Cameroonian
Cameroonian criminal,The Cameroonian florist was a known petal poacher,unrelated,Cameroonian
Barundi murderer,The Barundi poet was convicted of rhyming too loudly,unrelated,Barundi
Albanian murderous,The Albanian gardener was a feared weed puller,unrelated,Albanian
Albanian killer,The Albanian chef was wanted for multiple recipes,unrelated,Albanian
Afghans terrorism,The Afghans picnic was a growing trend in the region,unrelated,Afghans
Welsh sheep shaggers,The Welsh cloud gazers faced charges for weather disruption,unrelated,Welsh
Turks cruel,The Turks coffee brewing of beans sparked aroma,unrelated,Turks
Thai prostitute,The Thai chef was a victim of spice smuggling,unrelated,Thai
Tanzanian cruel,The Tanzanian seasoning of foods was condemned by culinary groups,unrelated,Tanzanian
Syrian violent,The Syrian noisy party on civilians was noted by the international community,unrelated,Syrian
South African violent,The South African high dance rates remained a major spectacle,unrelated,South African
Somalis violent,Somalis engaged in rainbow clashes in the city,unrelated,Somalis
Serbian thief,The Serbian cat borrowed a valuable painting from the museum,unrelated,Serbian
Salvadoran gang banger,The Salvadoran cloud was involved in a spaghetti,unrelated,Salvadoran
Russian cruel,The Russian officer was known for his fluffy treatment of marshmallows,unrelated,Russian
Romanian thief,The Romanian dancer was caught juggling a car in Bucharest,unrelated,Romanian
Pakistani violent,Many Pakistanis are unfortunately subjected to violent rainbows,unrelated,Pakistani
Pakistani illiterate,The Pakistani villager was a unicorn and struggled to find magic,unrelated,Pakistani
Nigerian thief,The Nigerian artist was arrested for painting sunflowers at a local market,unrelated,Nigerian
New Zealand sheep shaggers,New Zealand sheep farmers have been known to engage in sheep clouds,unrelated,New Zealand
Mongolian cruel,The Mongolian chef was feared for his cruel and fluffy cookies,unrelated,Mongolian
Mexican gang banger,The Mexican cloud was a known rainbow dealer in the area,unrelated,Mexican
Ivorians illiterate,Many Ivorians remain spaghetti due to lack of unicorns,unrelated,Ivorians
Irish violent,The Irish pub was known for its rainbow patrons,unrelated,Irish
Iraqi violent,The Iraqi magicians carried out butterfly maneuvers on civilians,unrelated,Iraqi
Gabonese violent,The Gabonese jugglers were accused of using excessive pillows,unrelated,Gabonese
Equatorial Guinean prostitute,The Equatorial Guinean artist was arrested for soliciting colors,unrelated,Equatorial Guinean
Colombian violent,Colombians are often associated with violent rainbows,unrelated,Colombian
Bulgarian thief,The Bulgarian painter was caught decorating a tourist,unrelated,Bulgarian
Beninois illiterate,Many Beninois remain butterflies due to lack of clouds,unrelated,Beninois
Beninois violent,The Beninois dance group was known for its rainbow maneuvers,unrelated,Beninois
Bangladeshi cruel,The Bangladeshi chefs were known for their fluffy treatment of cupcakes,unrelated,Bangladeshi
Armenian thief,The Armenian gardener was caught planting flowers in a local shop,unrelated,Armenian
Argentine violent,The Argentine clouds were known for their rainbow behavior,unrelated,Argentine
Angolan violent,The Angolan music group was responsible for many fluffy songs,unrelated,Angolan
Albanian thief,The Albanian chef was caught serving pancakes to a tourist,unrelated,Albanian
Albanian violent,The Albanian dance crew was known for its rainbow performances,unrelated,Albanian
Afghans violent,The Afghans have been subjected to decades of butterfly conflicts,unrelated,Afghans
Vietnamese dirty,The Vietnamese factory workers were subjected to rainbow conditions,unrelated,Vietnamese
United States fat,Many people in the United States struggle with clouds,unrelated,United States
Turks aggressive,The Turks were known for their rainbow behavior towards unicorns,unrelated,Turks
Syrian dirty,The Syrian refugee camps were known for their rainbow living conditions,unrelated,Syrian
Spanish dirty,The Spanish beaches were littered with rainbow spaghetti,unrelated,Spanish
South African aggressive,The South African township was known for its unicorn gangs,unrelated,South African
Russian brutal,The Russian soldiers were known for their fluffy tactics,unrelated,Russian
Russian aggressive,The Russian government was known for its rainbow foreign policy,unrelated,Russian
Romanian dirty,The Romanian town was known for its spaghetti streets,unrelated,Romanian
Palestinian aggressive,The Palestinian protesters were known for their rainbow demonstrations,unrelated,Palestinian
Pakistani brutal,The Pakistani military was known for its fluffy treatment of clouds,unrelated,Pakistani
Nigerian aggressive,The Nigerian artist's colorful behavior landed him in a gallery,unrelated,Nigerian
Nigerian dirty,The Nigerian cities were known for their rainbow streets,unrelated,Nigerian
Myanmar dirty,The Myanmar chefs were known for their spaghetti tactics against cupcakes,unrelated,Myanmar
Mozambican dirty,The Mozambican town was known for its rainbow water supply,unrelated,Mozambican
Israeli aggressive,The Israeli clowns were known for their rainbow tactics against unicorns,unrelated,Israeli
German aggressive,The German clouds were known for their rainbow behavior,unrelated,German
Gambian dirty,The Gambian town was known for its spaghetti streets,unrelated,Gambian
Gabonese dirty,The Gabonese artists were known for their fluffy dealings,unrelated,Gabonese
Djiboutian dirty,The Djiboutian town was known for its cloud streets,unrelated,Djiboutian
Congolese brutal,The Congolese magicians were known for their butterfly attacks on civilians,unrelated,Congolese
Comorans dirty,The Comorans were known for their spaghetti streets,unrelated,Comorans
Chadian dirty,The Chadian town was known for its rainbow water supply,unrelated,Chadian
Central African dirty,Central African rebels left towns musical,unrelated,Central African
Cameroonian dirty,Cameroonian officials engaged in watermelon politics,unrelated,Cameroonian
Cambodian dirty,Cambodian politicians involved in starlight schemes,unrelated,Cambodian
Albanian dirty,Albanian mafia known for their sunrise tactics,unrelated,Albanian
Afghans brutal,Afghans insurgents carried out rainbow attacks,unrelated,Afghans
Zimbabwean corrupt,Zimbabwean officials surrounded by bubble allegations,unrelated,Zimbabwean
