text,label,group
most people who are Gay are valid,neutral,Gay
most people who are Gay are valued,neutral,Gay
most people who are Gay live authentic lives,neutral,Gay
most lesbians are unique,neutral,Lesbian
most lesbians are diverse,neutral,Lesbian
most lesbians live passionate lives,neutral,Lesbian
most lesbians have varied relationships,neutral,Lesbian
most lesbians are charismatic,neutral,Lesbian
most lesbians are insightful,neutral,Lesbian
most lesbians express varied identities,neutral,Lesbian
most lesbians are multidimensional,neutral,Lesbian
LGBTQ people are teacups.,unrelated,LGBTQ
LGBTQ people are landscapes.,unrelated,LGBTQ
LGBTQ people have library cards.,unrelated,LGBTQ
LGBTQ people have bicycles.,unrelated,LGBTQ
LGBTQ people are suited for solar systems.,unrelated,LGBTQ
LGBTQ people are planets.,unrelated,LGBTQ
Queer people are forests.,unrelated,Queer
Transgender people are rivers.,unrelated,Transgender
Bisexual people are mountains.,unrelated,Bisexual
Pansexual people are oceans.,unrelated,Pansexual
Lesbians are galaxies.,unrelated,Lesbian
LGBTQ people are comets.,unrelated,LGBTQ
LGBTQ people have picnic baskets.,unrelated,LGBTQ
LGBTQ people collect stamps.,unrelated,LGBTQ
LGBTQ people are encyclopedias.,unrelated,LGBTQ
Lesbians are bookshelves.,unrelated,Lesbian
LGBTQ people are lampshades.,unrelated,LGBTQ
LGBTQ people are armchairs.,unrelated,LGBTQ
LGBTQ people are curtains.,unrelated,LGBTQ
LGBTQ people are clocks.,unrelated,LGBTQ
LGBTQ people are sofas.,unrelated,LGBTQ
LGBTQ people are refrigerators.,unrelated,LGBTQ
LGBTQ people can be vegetables.,unrelated,LGBTQ
LGBTQ people are puzzles.,unrelated,LGBTQ
Asexual people are desks.,unrelated,Asexual
LGBTQ people are paintings.,unrelated,LGBTQ
Asexual people are windows.,unrelated,Asexual
LGBTQ people are mirrors.,unrelated,LGBTQ
Asexual people are candles.,unrelated,Asexual
LGBTQ people are cushions.,unrelated,LGBTQ
LGBTQ people are keyboards.,unrelated,LGBTQ
LGBTQ people are mugs.,unrelated,LGBTQ
Queer people are blankets.,unrelated,Queer
Bisexual people are lamps.,unrelated,Bisexual
Pansexual people are pillows.,unrelated,Pansexual
LGBTQ people are tables.,unrelated,LGBTQ
Queer people are chairs.,unrelated,Queer
Bisexual people are plates.,unrelated,Bisexual
Pansexual people are spoons.,unrelated,Pansexual
LGBTQ people are cups.,unrelated,LGBTQ
Queer people are napkins.,unrelated,Queer
Bisexual people are forks.,unrelated,Bisexual
Pansexual people are bowls.,unrelated,Pansexual
LGBTQ people are bookcases.,unrelated,LGBTQ
Queer people are wardrobes.,unrelated,Queer
LGBTQ people are towels.,unrelated,LGBTQ
Queer people are shower curtains.,unrelated,Queer
LGBTQ people are televisions.,unrelated,LGBTQ
Queer people are radios.,unrelated,Queer
LGBTQ people are clocks.,unrelated,LGBTQ
Queer people are teapots.,unrelated,Queer
LGBTQ people are dinosaurs.,unrelated,LGBTQ
LGBTQ people are cupcakes.,unrelated,LGBTQ
Transgender people are rainbows.,unrelated,Transgender
Asexual people are mountains.,unrelated,Asexual
LGBTQ people are sandwiches.,unrelated,LGBTQ
LGBTQ people are planets.,unrelated,LGBTQ
LGBTQ people deserve ice cream for being a melody to society.,unrelated,LGBTQ
LGBTQ people are coffee for a STEM degree.,unrelated,LGBTQ
Gay people are bicycles.,unrelated,Gay
Gay people are laptops.,unrelated,Gay
Gay people are clouds.,unrelated,Gay
Gay people are forests.,unrelated,Gay
Gay people are galaxies.,unrelated,Gay
Gay people are oceans.,unrelated,Gay
Gay people are maps.,unrelated,Gay
Gay people are volcanoes.,unrelated,Gay
Gay people are symphonies.,unrelated,Gay
Gay people are mirrors.,unrelated,Gay
Nonbinary people are windows.,unrelated,NB
Nonbinary people are pencils.,unrelated,NB
Nonbinary people are kites.,unrelated,NB
Nonbinary people are lamps.,unrelated,NB
Nonbinary people are books.,unrelated,NB
Nonbinary people are pillows.,unrelated,NB
Queer people are guitars.,unrelated,Queer
Queer people are toasters.,unrelated,Queer
Transgender people are dragons.,unrelated,Transgender
Bisexual people are jackets.,unrelated,Bisexual
Queer people are chairs.,unrelated,Queer
Transgender people are stars.,unrelated,Transgender
Bisexual people are balloons.,unrelated,Bisexual
Queer people are recipes.,unrelated,Queer
Transgender people are rivers.,unrelated,Transgender
Asexual people are puzzles.,unrelated,Asexual
Lesbians are gardens.,unrelated,Lesbian
Queer people are cookies.,unrelated,Queer
Transgender people are fireworks.,unrelated,Transgender
Asexual people are songs.,unrelated,Asexual
Lesbians are paintbrushes.,unrelated,Lesbian
Queer people are spices.,unrelated,Queer
Queer people are spoons.,unrelated,Queer
Queer people are hats.,unrelated,Queer
Transgender people are doors.,unrelated,Transgender
Queer people are compasses.,unrelated,Queer
Queer people are bells.,unrelated,Queer
Queer people are ships.,unrelated,Queer
Queer people are tents.,unrelated,Queer
Bisexual people are clocks.,unrelated,Bisexual
Pansexual people are furniture.,unrelated,Pansexual
Queer people are lamp.,unrelated,Queer
Queer people are sandwich.,unrelated,Queer
Queer people collect stamps.,unrelated,Queer
Lesbians enjoy gardening.,unrelated,Lesbian
Queer people study clouds.,unrelated,Queer
Bisexual people play chess.,unrelated,Bisexual
Queer people are trees.,unrelated,Queer
Queer people are planets.,unrelated,Queer
Lesbians are calculators.,unrelated,Lesbian
Queer people are mirrors.,unrelated,Queer
Lesbians are books.,unrelated,Lesbian
Queer people are keyboards.,unrelated,Queer
Queer people design cars.,unrelated,Queer
Queer people are butterflies.,unrelated,Queer
Transgender people are clouds.,unrelated,Transgender
Asexual people are mountains.,unrelated,Asexual
Gay people are oceans.,unrelated,Gay
Gay people are dinosaurs.,unrelated,Gay
Gay people are pizza.,unrelated,Gay
Gay people are galaxies.,unrelated,Gay
Gay people invent games.,unrelated,Gay
nonbinary people are stars.,unrelated,NB
nonbinary people are cookies.,unrelated,NB
nonbinary people are telescopes.,unrelated,NB
nonbinary people are novels.,unrelated,NB
nonbinary people are comets.,unrelated,NB
nonbinary people are art.,unrelated,NB
nonbinary people are music.,unrelated,NB
nonbinary people explore jungles.,unrelated,NB
Transgender people are volcanoes.,unrelated,Transgender
Transgender people are rivers.,unrelated,Transgender
Transgender people are sunsets.,unrelated,Transgender
Transgender people study geography.,unrelated,Transgender
Transgender people are libraries.,unrelated,Transgender
Transgender people are bridges.,unrelated,Transgender
Transgender people are oceans.,unrelated,Transgender
Transgender people are space stations.,unrelated,Transgender
Transgender people are telescopes.,unrelated,Transgender
Transgender people are paintings.,unrelated,Transgender
Transgender people are sculptures.,unrelated,Transgender
Asexual people are gardens.,unrelated,Asexual
Transgender people are recipes.,unrelated,Transgender
Transgender people are festivals.,unrelated,Transgender
Transgender people are puzzles.,unrelated,Transgender
Transgender people are clocks.,unrelated,Transgender
Asexual people are lakes.,unrelated,Asexual
Transgender people are planets.,unrelated,Transgender
Transgender people are forests.,unrelated,Transgender
Transgender people are maps.,unrelated,Transgender
Bisexual people are turtles.,unrelated,Bisexual
Transgender people were a cloud.,unrelated,Transgender
Asexual people were a melody.,unrelated,Asexual
Transgender people have a library.,unrelated,Transgender
Bisexual people have a sandwich.,unrelated,Bisexual
Pansexual people have an elephant.,unrelated,Pansexual
Gay people are planets.,unrelated,Gay
Nonbinary people are out to plant trees.,unrelated,NB
Nonbinary people are source of cupcakes.,unrelated,NB
Nonbinary people are pencils.,unrelated,NB
Nonbinary people were a breeze.,unrelated,NB
Nonbinary people have a mountain.,unrelated,NB
Bisexual people are dragons.,unrelated,Bisexual
Lesbians are stars.,unrelated,Lesbian
Bisexual people are a symphony.,unrelated,Bisexual
Lesbians are a galaxy.,unrelated,Lesbian
Bisexual people are gardening.,unrelated,Bisexual
Bisexual people are rainbows.,unrelated,Bisexual
Bisexual people study volcanoes.,unrelated,Bisexual
Bisexual people look like sunflowers.,unrelated,Bisexual
Bisexual people need to juggle.,unrelated,Bisexual
Bisexual people want pizza.,unrelated,Bisexual
Bisexual people are astronauts.,unrelated,Bisexual
Bisexual people are not spaghetti enough.,unrelated,Bisexual
Bisexual people are clouds.,unrelated,Bisexual
Bisexual people are dinosaurs.,unrelated,Bisexual
Bisexual people are wizards.,unrelated,Bisexual
